UNIT UP,NOMOR GARDU,NAMA GARDU,ALAMAT,LATITUDE,LONGITUDE,KAPASITAS TRAFO (kVA),FEEDER,Pemakaian (%),I rata-rata (A),Unbalanced (%),Update
11226 - MATANG GLUMPANG DUA,GD112260021,PSG066-00,PAYA CUT 2,5.192889,96.78798,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260029,PSG067-00,SPBU PAYA CUT,5.191661,96.788125,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260210,PSG068-00,PAYA CUT 3,5.18974,96.788601,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260196,PSG069-00,PAYA CUT 4,5.187678,96.788957,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260031,PSG070-00,SEUNOBOK ACEH,5.181691,96.788606,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260008,PSG071-00,TERMINAL LAMA,5.196882,96.786773,200,,,,,
11226 - MATANG GLUMPANG DUA,GD112260009,PSG072-00,SP PONDOK RASA,5.196928,96.785937,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260010,PSG073-00,MEUNASAH DAYAH,5.196953,96.785178,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260011,PSG074-00,DEPAN MAN,5.19699,96.78372,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260012,PSG075-00,MATANG SAGOE 1,5.197298,96.781447,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260016,PSG076-00,JL JANGKA MEUNASAH TIMU,5.19773,96.779662,200,,,,,
11226 - MATANG GLUMPANG DUA,GD112260027,PSG077-00,MATANG MASJID,5.204329,96.780353,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260014,PSG078-00,MATANG SAGOE 2,5.206591,96.780479,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260200,PSG079-00,COT PANJO 1,5.208337,96.778763,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260028,PSG080-00,COT PANJO,5.208781,96.776988,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260013,PSG081-00,MATANG SAGOE 3,5.198132,96.7776,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260213,PSG082-00,MATANG SAGOE 4,5.198778,96.774827,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260015,PSG083-00,PAYA LIPAH,5.199941,96.771338,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260064,PSG084-00,PAYA LIPAH 2,5.198791,96.769236,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260065,PSG085-00,IRIGASI PAYA MEUNENG,5.19381,96.763165,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260060,PSG086-00,PAYA MEUNENG,5.20215,96.766519,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260061,PSG087-00,GAMPONG BARO,5.203741,96.763536,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260197,PSG088-00,COT IJU 1,5.207543,96.758496,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260131,PSG089-00,BABAH KRUENG,5.208407,96.755989,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260208,PSG090-00,COT IJU 2,5.206922,96.757691,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260066,PSG091-00,KAMPONG RAMBONG,5.196485,96.757105,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260068,PSG092-00,TANOH MIRAH,5.195678,96.755396,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260067,PSG093-00,TANOH MIRAH 2,5.195207,96.75463,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260218,PSG094-00,TANOH MIRAH 3,5.192789,96.752907,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260069,PSG095-00,PAYA REUHAT,5.187625,96.745493,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260070,PSG096-00,UTEUN BUNTA,5.179736,96.743642,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260172,PSG097-00,SEUNEUBOK RAWA,5.182317,96.756513,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260071,PSG098-00,ALUE PUNO,5.180687,96.759536,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260184,PSG099-00,BLANG GELANGGANG 1,5.186062,96.751745,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260072,PSG100-00,BLANG GEULANGGANG,5.176906,96.751623,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260073,PSG101-00,ALUE UDEUNG 2,5.170561,96.751574,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260074,PSG102-00,ALUE UDEUNG 2,5.156711,96.751179,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260212,PSG103-00,COT IJU 3,5.211172,96.759869,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260063,PSG104-00,COT KEURANJI,5.208582,96.762596,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260164,PSG105-00,COT RABO 2,5.22017,96.758884,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260083,PSG106-00,SIMPANG PULO NALEUNG,5.222217,96.75668,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260082,PSG107-00,PULO NALEUNG,5.22671,96.751669,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260084,PSG108-00,ALUE GLUMPANG,5.229904,96.755189,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260085,PSG109-00,COT PUUK,5.2324,96.755584,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260075,PSG110-00,COT NGA,5.218568,96.762572,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260076,PSG111-00,BALE SETUI,5.219459,96.763102,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260078,PSG112-00,DESA KARIENG,5.220936,96.770987,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260169,PSG113-00,KARIENG II,5.220301,96.773493,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260079,PSG114-00,ABEUK JALOH,5.219812,96.777499,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260178,PSG115-00,PULO BLANG,5.221486,96.777871,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260080,PSG116-00,KRUENG DHEU,5.217233,96.779265,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260081,PSG117-00,KAMPONG PUTOH,5.216352,96.782058,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260023,PSG118-00,SP HAJI DAUD,5.215463,96.786359,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260209,PSG119-00,GP. PUTOH 3,5.214203,96.789616,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260077,PSG120-00,COT RABO TUNONG,5.224447,96.765836,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260168,PSG121-00,COT RABO BAROH,5.231958,96.75797,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260215,PSG122-00,COT RABO BAROH 2,5.229311,96.764841,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260254,PSG123-00,PAYA LIPAH 3,5.19402,96.770033,250,,,,,
11226 - MATANG GLUMPANG DUA,GD112260255,PSG124-00,PANTE PIYEU 2,5.211931,96.794701,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260256,PSG125-00,BLANG PANJO 2,5.18507,96.805064,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260189,PSG126-00,COT RABO BAROH 3,5.228402,96.762807,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260257,PSG127-00,BABAH KRUENG 2,5.213336,96.795306,250,,,,,
11226 - MATANG GLUMPANG DUA,GD112260238,PSG128-00,MATA MAMPLAM,5.228559,96.753389,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260245,PSG129-00,UMULQURA PAYA MEUNENG,5.19848,96.766288,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260246,PSG130-00,KAMPUS TIMUR AL MUSLIM 3,5.193061,96.790582,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260247,PSG131-00,Pulo Naleung,5.229698,96.7483,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260250,PSG132-00,DESA KARIENG,5.221954,96.767794,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260252,PSG133-00,Jl. Almuslim / Alfamidi,5.194546,96.78777,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260272,PSG134-00,ALFAMART MTG GLP DUA,5.196974,96.784089,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260171,PSS001-00,LUENG BARO,5.175794,96.791087,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260032,PSS002-00,LUENG BARO 2,5.174011,96.786298,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260033,PSS003-00,KEUDE HASAN,5.17338,96.791822,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260034,PSS004-00,BLANG CUT,5.165236,96.788343,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260226,PSS005-00,MATA IE 1,5.167492,96.782735,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260035,PSS006-00,MATA IE 2,5.164536,96.781182,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260037,PSS007-00,UTEUN RAYA,5.160168,96.779886,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260237,PSS008-00,UTEUN RAYA 2,5.16102,96.774622,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260039,PSS009-00,UTEUN GATHOM,5.154656,96.77777,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260044,PSS010-00,MEE RAYEUK  ,5.153278,96.77197,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260043,PSS011-00,MEE RAYEUK 2,5.15391,96.769376,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260204,PSS012-00,UTEUN GATHOM 2,5.148153,96.779916,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260046,PSS013-00,TEUPIN REUDEUP 1,5.145076,96.785768,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260045,PSS014-00,TEUPIN REUDEUP 2,5.150895,96.788172,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260047,PSS015-00,POMPANISASI TEUPIN REUDEUP,5.144917,96.786071,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260194,PSS016-00,UTEUN GATHOM 3,5.147701,96.776464,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260041,PSS017-00,GEULANGGANG LABU,5.142438,96.774472,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260036,PSS018-00,GEULANGGANG LABU,5.142005,96.774324,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260232,PSS019-00,GEULANGGANG LABU 3,5.138435,96.772617,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260042,PSS020-00,ULEE JALAN,5.134305,96.768943,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260049,PSS021-00,PULO PANYANG  ,5.132524,96.760275,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260048,PSS022-00,PULO PANYANG 2,5.130102,96.7563,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260052,PSS023-00,DARUL AMAN 1,5.12676,96.761372,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260051,PSS024-00,DARUL AMAN 2,5.12209,96.760291,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260050,PSS025-00,DARUL AMAN 3,5.119535,96.749014,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260216,PSS026-00,DARUL AMAN 4,5.118777,96.754077,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260225,PSS027-00,DARUL AMAN 5,5.118771,96.760064,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260053,PSS028-00,TANJONG BEURIDI 1,5.115574,96.766053,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260054,PSS029-00,TANJONG BEURIDI 2,5.107498,96.766354,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260207,PSS030-00,TANJONG BEURIDI 3,5.112274,96.767716,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260057,PSS031-00,DARUSSALAM,5.103963,96.768416,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260201,PSS032-00,DARUSSALAM 2,5.093346,96.77525,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260058,PSS033-00,PULO HARAPAN,5.091733,96.781589,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260206,PSS034-00,TANJONG BEURIDI 4,5.10363,96.765043,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260040,PSS035-00,PDAM TANJONG BEURIDI,5.099214,96.763993,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260055,PSS036-00,BLANG MANE,5.093614,96.762219,50,,,,,
11226 - MATANG GLUMPANG DUA,GD112260056,PSS037-00,BLANG LEPU,5.08719,96.752615,25,,,,,
11226 - MATANG GLUMPANG DUA,GD112260253,PSS038-00,BALE MEUTUI,5.119668,96.747869,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260038,PSS039-00,CEUBREK,5.157581,96.792531,100,,,,,
11226 - MATANG GLUMPANG DUA,GD112260249,PSS040-00,CEUBREK,5.154559,96.789917,50,,,,,
11227 - SAMALANGA,GD112270148,JNB001-00,PLN JEUNIEB,5.191204,96.49358,100,,,,,
11227 - SAMALANGA,GD112270121,JNB002-00,SP MTB,5.187325,96.50352,160,,,,,
11227 - SAMALANGA,GD112270115,JNB003-00,SP NALAN,5.185288,96.512154,100,,,,,
11227 - SAMALANGA,GD112270154,JNB004-00,COT GLUMPANG BARO,5.189839,96.484647,50,,,,,
11227 - SAMALANGA,GD112270149,JNB005-00,JANGGOT SEUNGKO,5.188293,96.491831,100,,,,,
11227 - SAMALANGA,GD112270161,JNB006-00,MNS KEUTAPANG,5.179141,96.489367,50,,,,,
11227 - SAMALANGA,GD112270162,JNB007-00,MNS DAYAH ,5.170488,96.487956,50,,,,,
11227 - SAMALANGA,GD112270163,JNB008-00,MNS TAMBO,5.171761,96.491226,50,,,,,
11227 - SAMALANGA,GD112270164,JNB009-00,MNS TUNONG ,5.158439,96.483663,100,,,,,
11227 - SAMALANGA,GD112270166,JNB010-00,LHEU SIMPANG-II,5.158008,96.479937,100,,,,,
11227 - SAMALANGA,GD112270167,JNB011-00,BLANG POROH,5.140682,96.487663,100,,,,,
11227 - SAMALANGA,GD112270119,JNB012-00,BLANG MEE TIMU-II,5.189794,96.506446,50,,,,,
11227 - SAMALANGA,GD112270117,JNB013-00,TEUPIN KUPULA,5.189535,96.510929,100,,,,,
11227 - SAMALANGA,GD112270133,JNB014-00,LAMPOH UE,5.173462,96.507956,50,,,,,
11227 - SAMALANGA,GD112270135,JNB015-00,TUFAH-I,5.167105,96.517585,50,,,,,
11227 - SAMALANGA,GD112270138,JNB016-00,LHOK KULAM,5.150153,96.518073,50,,,,,
11227 - SAMALANGA,GD112270139,JNB017-00,UTEUN PULAPEH,5.15365,96.506767,50,,,,,
11227 - SAMALANGA,GD112270140,JNB018-00,ALUE STUI,5.14749,96.503709,25,,,,,
11227 - SAMALANGA,GD112270147,JNB019-00,MTG NIBONG,5.191281,96.492308,100,,,,,
11227 - SAMALANGA,GD112270144,JNB020-00,BLANG LANCANG ,5.193945,96.49506,100,,,,,
11227 - SAMALANGA,GD112270143,JNB021-00,KEUDE JEUNIEB,5.188908,96.495114,100,,,,,
11227 - SAMALANGA,GD112270137,JNB022-00,SAMPO AJAD,5.156594,96.519314,50,,,,,
11227 - SAMALANGA,GD112270142,JNB024-00,PAYA BILI,5.133443,96.505228,25,,,,,
11227 - SAMALANGA,GD112270145,JNB025-00,LANCANG,5.197288,96.495013,25,,,,,
11227 - SAMALANGA,GD112270165,JNB026-00,LHEU SIMPANG,5.157876,96.480645,50,,,,,
11227 - SAMALANGA,GD112270153,JNB027-00,BLANG MEE BARAT,5.189025,96.487253,100,,,,,
11227 - SAMALANGA,GD112270152,JNB028-00,SMK,5.191833,96.488164,25,,,,,
11227 - SAMALANGA,GD112270263,JNB029-00,TSEL MNS TAMBO,5.17655,96.490568,25,,,,,
11227 - SAMALANGA,GD112270151,JNB030-00,DAYAH BABUSSALAM,5.189579,96.490221,50,,,,,
11227 - SAMALANGA,GD112270116,JNB031-00,TEUPIN KUPULA,5.151916,96.512009,50,,,,,
11227 - SAMALANGA,GD112270150,JNB032-00,JANGGOT SEUNGKO-II,5.185655,96.490365,100,,,,,
11227 - SAMALANGA,GD112270259,JNB033-00,TSEL TANJONG BUNGONG,5.1826,96.511746,25,,,,,
11227 - SAMALANGA,GD112270122,JNB034-00,SPBU BLANG MEE TIMU,5.187911,96.500812,100,,,,,
11227 - SAMALANGA,GD112270136,JNB035-00,SAMPO AJAD SISIP,5.159744,96.519552,50,,,,,
11227 - SAMALANGA,GD112270146,JNB036-00,LANCANG SISIP,5.198533,96.495181,100,,,,,
11227 - SAMALANGA,GD112270120,JNB037-00,NLANG MEE TIMU-IV,5.191617,96.506304,100,,,,,
11227 - SAMALANGA,GD112270118,JNB038-00,TEUPIN KUPULA-II,5.174486,96.502715,50,,,,,
11227 - SAMALANGA,GD112270134,JNB039-00,LUENG TEUNGEOH,5.190968,96.515428,50,,,,,
11227 - SAMALANGA,GD112270175,JNB040-00,MNS KUPULA,5.165611,96.488664,50,,,,,
11227 - SAMALANGA,GD112270176,JNB041-00,PULO RANGKILEH,5.166322,96.511779,50,,,,,
11227 - SAMALANGA,GD112270177,JNB042-00,MNS KOTA ,5.190272,96.494001,100,,,,,
11227 - SAMALANGA,GD112270178,JNB043-00,DS ALUE,5.154922,96.488741,50,,,,,
11227 - SAMALANGA,GD112270179,JNB044-00,MATANG TEUNGOH,5.195279,96.490748,100,,,,,
11227 - SAMALANGA,GD112270180,JNB045-00,MATANG BANGKA,5.199596,96.492592,50,,,,,
11227 - SAMALANGA,GD112270181,JNB046-00,LHOK KULAM,5.147028,96.518704,50,,,,,
11227 - SAMALANGA,GD112270254,JNB047-00,KEUDE JEUNIB,5.189523,96.491516,50,,,,,
11227 - SAMALANGA,GD112270258,JNB049-00,TANJONG BUNGONG,5.182434,96.511764,50,,,,,
11227 - SAMALANGA,GD112270243,JNB050-00,TUFAH,5.173731,96.514093,50,,,,,
11227 - SAMALANGA,GD112270264,JNB051-00,TEUPIN KUPULA,5.19225,96.510816,50,,,,,
11227 - SAMALANGA,GD112270229,JNB052-00,ULEE RABO,5.18453,96.498634,50,,,,,
11227 - SAMALANGA,GD112270265,JNB053-00,LANCANG,5.196288,96.503738,50,,,,,
11227 - SAMALANGA,GD112270233,JNB054-00,MNS KOTA II,5.188698,96.496489,100,,,,,
11227 - SAMALANGA,GD112270246,JNB055-00,MNS LUENG,5.154837,96.485821,50,,,,,
11227 - SAMALANGA,GD112270212,JNB056-00,JANGGOT SEUNGKO II,5.180898,96.489101,50,,,,,
11227 - SAMALANGA,GD112270266,JNB057-00,KOMPLEK BABUSSALAM,5.190647,96.490062,100,,,,,
11227 - SAMALANGA,GD112270297,JNB058-00,ULEE RABO II,5.187236,96.499275,50,,,,,
11227 - SAMALANGA,GD112270312,JNB059-00,MNS DAYAH SISIP,5.170062,96.487773,100,,,,,
11227 - SAMALANGA,GD112270302,JNB060-00,MNS BLANG (ABIYA),5.194859,96.495254,100,,,,,
11227 - SAMALANGA,GD112270306,JNB061-00,ALFAMIDI KOTA,5.188531,96.497365,50,,,,,
11227 - SAMALANGA,GD112270319,JNB062-00,Alfamart Jeunib,5.188378,96.498279,50,,,,,
11227 - SAMALANGA,GD112270323,JNB064-00,Dayah Babussalam Jeunieb,5.188751,96.490562,100,,,,,
11227 - SAMALANGA,GD112270324,JNB065-00,Keude Jeunieb,5.18955,96.493879,100,,,,,
,,JNB066-00,,5.190848,96.496636,,,,,,
11227 - SAMALANGA,GD112270322,JNB084-00,Alue Setuy,,,,,,,,
11227 - SAMALANGA,GD112270113,PBG001-00,SNB PLIMBANG,5.187437,96.523089,50,,,,,
11227 - SAMALANGA,GD112270111,PBG002-00,KEUDE PLIMBANG,5.187157,96.527657,200,,,,,
11227 - SAMALANGA,GD112270109,PBG003-00,SP PANAH,5.189798,96.537706,50,,,,,
11227 - SAMALANGA,GD112270108,PBG004-00,SP PUUK,5.194739,96.544765,100,,,,,
11227 - SAMALANGA,GD112270107,PBG005-00,PADANG KASAB,5.199904,96.55538,50,,,,,
11227 - SAMALANGA,GD112270130,PBG006-00,TEUPIN PANAH,5.163568,96.529389,100,,,,,
11227 - SAMALANGA,GD112270126,PBG007-00,JAMBO DALAM,5.167345,96.544039,50,,,,,
11227 - SAMALANGA,GD112270124,PBG008-00,SEUNEUBOK SEUMAWE,5.19386,96.537654,160,,,,,
11227 - SAMALANGA,GD112270123,PBG009-00,BLANG BRURU-I,5.190764,96.557588,50,,,,,
11227 - SAMALANGA,GD112270105,PBG011-00,BUGENG,5.200294,96.56437,50,,,,,
11227 - SAMALANGA,GD112270129,PBG012-00,UTEUN SIKUMBONG,5.173427,96.529218,100,,,,,
11227 - SAMALANGA,GD112270106,PBG014-00,T-SEL BUGENG,5.199851,96.557324,25,,,,,
11227 - SAMALANGA,GD112270141,PBG015-00,GARAP,5.136603,96.519852,25,,,,,
11227 - SAMALANGA,GD112270127,PBG016-00,RAMBONG PAYONG,5.185763,96.528055,50,,,,,
11227 - SAMALANGA,GD112270112,PBG017-00,SNB PLIMBANG-II,5.19146,96.524289,50,,,,,
11227 - SAMALANGA,GD112270128,PBG018-00,T-SEL UTEUN,5.173055,96.529193,25,,,,,
11227 - SAMALANGA,GD112270114,PBG019-00,KRUENG BARO,5.186204,96.518881,50,,,,,
11227 - SAMALANGA,GD112270110,PBG020-00,COT GLUMPANG,5.186311,96.539047,50,,,,,
11227 - SAMALANGA,GD112270104,PBG021-00,BUGENG SISIP,5.199955,96.566634,50,,,,,
11227 - SAMALANGA,GD112270125,PBG022-00,SEUNEUBOK SEUMAWE-II,5.196481,96.536362,50,,,,,
11227 - SAMALANGA,GD112270183,PBG023-00,PADANG KASAB 2,5.196413,96.549822,50,,,,,
11227 - SAMALANGA,GD112270182,PBG024-00,SNB TEUNGOH,5.187604,96.531912,50,,,,,
11227 - SAMALANGA,GD112270267,PBG025-00,SEUNEUBOK ACEH,5.175962,96.528575,50,,,,,
11227 - SAMALANGA,GD112270241,PBG026-00,SEUNEUNOK PLIMBANG,5.18748,96.525048,100,,,,,
11227 - SAMALANGA,GD112270225,PBG027-00,JAMBOE DALAM,5.172931,96.54473,50,,,,,
11227 - SAMALANGA,GD112270228,PBG028-00,BUGENG,5.199944,96.559211,50,,,,,
11227 - SAMALANGA,GD112270221,PBG029-00,SEUNEUBOK PUNTI,5.167082,96.529169,50,,,,,
11227 - SAMALANGA,GD112270268,PBG030-00,KILANG PADI SP. PANAH,5.189368,96.537829,250,,,,,
11227 - SAMALANGA,GD112270219,PBG031-00,BALEE DAKA,5.150454,96.526267,50,,,,,
11227 - SAMALANGA,GD112270269,PBG032-00,SEUNEUBOK NALAN,5.184889,96.515703,200,,,,,
11227 - SAMALANGA,GD112270270,PBG033-00,UTEUN SIKUMBONG,5.170743,96.529121,50,,,,,
11227 - SAMALANGA,GD112270271,PBG034-00,TEUPIN PANAH,5.158631,96.529301,50,,,,,
11227 - SAMALANGA,GD112270218,PBG035-00,BLANG PAYA,5.12071,96.54284,50,,,,,
11227 - SAMALANGA,GD112270294,PBG036-00,BLANG BEURURU II,5.186433,96.559008,50,,,,,
11227 - SAMALANGA,GD112270305,PBG037-00,MATANG KULEE,5.121564,96.54969,50,,,,,
11227 - SAMALANGA,GD112270156,PDR001-00,KEUDE PANDRAH,5.186547,96.473056,100,,,,,
11227 - SAMALANGA,GD112270158,PDR002-00,SP SMA BATANG,5.185142,96.463381,100,,,,,
11227 - SAMALANGA,GD112270083,PDR003-00,BATALIOM KOMPI,5.187263,96.44799,100,,,,,
11227 - SAMALANGA,GD112270169,PDR004-00,BANTAYAN,5.172197,96.461442,100,,,,,
11227 - SAMALANGA,GD112270171,PDR005-00,GAMPONG BLANG ,5.169977,96.470309,100,,,,,
11227 - SAMALANGA,GD112270173,PDR006-00,BLANG SAMA GADENG,5.156175,96.459476,50,,,,,
11227 - SAMALANGA,GD112270174,PDR007-00,PDAM,5.149971,96.455044,50,,,,,
11227 - SAMALANGA,GD112270157,PDR008-00,T-SEL PANDRAH,5.185028,96.463831,25,,,,,
11227 - SAMALANGA,GD112270102,PDR009-00,NASEE ME,5.195193,96.471623,50,,,,,
11227 - SAMALANGA,GD112270155,PDR010-00,LANCOK ULIM,5.189281,96.480587,50,,,,,
11227 - SAMALANGA,GD112270168,PDR011-00,MNS TEUNGEOH,5.176968,96.462824,25,,,,,
11227 - SAMALANGA,GD112270159,PDR012-00,UPTB PANDRAH,5.187995,96.453306,100,,,,,
11227 - SAMALANGA,GD112270103,PDR013-00,NASEE ME,5.195815,96.477723,50,,,,,
11227 - SAMALANGA,GD112270170,PDR014-00,PANDRAH JANENG,5.176131,96.469835,50,,,,,
11227 - SAMALANGA,GD112270172,PDR015-00,GAROT,5.168471,96.474806,50,,,,,
11227 - SAMALANGA,GD112270160,PDR016-00,PT BAS (TRAFO PELANGGAN),5.191948,96.45347,630,,,,,
11227 - SAMALANGA,GD112270217,PDR017-00,COT LUBENG,5.170137,96.457646,50,,,,,
11227 - SAMALANGA,GD112270260,PDR018-00,UTEUN KRUET,5.198013,96.466323,50,,,,,
11227 - SAMALANGA,GD112270234,PDR019-00,COT BATEE GEULUNGKU,5.185384,96.459602,50,,,,,
11227 - SAMALANGA,GD112270261,PDR020-00,COT LUBENG,5.184958,96.470224,50,,,,,
11227 - SAMALANGA,GD112270215,PDR021-00,KUTA RUSEP,5.166635,96.466977,50,,,,,
11227 - SAMALANGA,GD112270239,PDR022-00,PANTON,5.17892,96.4762,50,,,,,
11227 - SAMALANGA,GD112270244,PDR023-00,LANCOK ULIM II,5.187227,96.477025,50,,,,,
11227 - SAMALANGA,GD112270256,PDR024-00,BLANG SAMAGADENG,5.159799,96.460688,50,,,,,
11227 - SAMALANGA,GD112270262,PDR025-00,PDAM BLANG SAMAGADENG,5.149961,96.45503,100,,,,,
11227 - SAMALANGA,GD112270304,PDR026-00,PANDRAH JANENG,5.182734,96.469909,,,,,,
11227 - SAMALANGA,GD112270279,SML001-00,KOMP. PLN,5.194976,96.366703,50,,,,,
11227 - SAMALANGA,GD112270001,SML002-00,NAMPLOH BARO,5.202807,96.368061,200,,,,,
11227 - SAMALANGA,GD112270003,SML003-00,TELKOM SAMALANGA,5.20571,96.368444,100,,,,,
11227 - SAMALANGA,GD112270008,SML004-00,KOTA SAMALANGA,5.20692,96.367165,160,,,,,
11227 - SAMALANGA,GD112270013,SML005-00,PINEUNG SIRIBE,5.213521,96.359924,100,,,,,
11227 - SAMALANGA,GD112270016,SML006-00,SMP TANJUNGAN,5.215095,96.345634,100,,,,,
11227 - SAMALANGA,GD112270019,SML007-00,TANJING BAROH,5.219175,96.354539,100,,,,,
11227 - SAMALANGA,GD112270022,SML008-00,NAMPLOH KRUENG,5.200537,96.3598,100,,,,,
11227 - SAMALANGA,GD112270024,SML009-00,ULE JEUMATAN,5.191079,96.353827,100,,,,,
11227 - SAMALANGA,GD112270026,SML010-00,PALOH,5.185566,96.347377,50,,,,,
11227 - SAMALANGA,GD112270055,SML011-00,SIMPANG MATANG,5.188484,96.364671,160,,,,,
11227 - SAMALANGA,GD112270057,SML012-00,COT SIREN,5.175946,96.35815,100,,,,,
11227 - SAMALANGA,GD112270059,SML013-00,COT MANEE,5.179016,96.371296,50,,,,,
11227 - SAMALANGA,GD112270062,SML014-00,MESJID BAROE,5.181801,96.352601,50,,,,,
