UNIT UP,NOMOR GARDU,NAMA GARDU,ALAMAT,LATITUDE,LONGITUDE,KAPASITAS TRAFO (kVA),FEEDER,Pemakaian (%),I rata-rata (A),Unbalanced (%),Update
11220 - LHOKSEUMAWE,GD112200295,BAS001-00, KTR.PLN LAMA I ,5.183381,97.147728,315,,,,,
11220 - LHOKSEUMAWE,GD112200324,BAS002-00, SP.PERTAMINA I ,5.192425,97.14686,200,,,,,
11220 - LHOKSEUMAWE,GD112200296,BAS003-00, GG. DAMAI ,5.18633,97.146371,100,,,,,
11220 - LHOKSEUMAWE,GD112200330,BAS004-00, SP.RUMAH KAPOLRES I  ,5.184401,97.150058,100,,,,,
11220 - LHOKSEUMAWE,GD112200331,BAS005-00, JL.SUKARAMAI ,5.177285,97.149792,250,,,,,
11220 - LHOKSEUMAWE,GD112200332,BAS006-00, KANTOR POS ,5.179683,97.148423,160,,,,,
11220 - LHOKSEUMAWE,GD112200282,BAS007-00, PUSPA BIOSKOP ,5.175875,97.149379,200,,,,,
11220 - LHOKSEUMAWE,GD112200333,BAS008-00, PASAR ,5.176389,97.151152,200,,,,,
11220 - LHOKSEUMAWE,GD112200283,BAS009-00, PUSONG ,5.172573,97.148412,160,,,,,
11220 - LHOKSEUMAWE,GD112200297,BAS010-00, KTO (TELKOM) ,5.179787,97.146229,315,,,,,
11220 - LHOKSEUMAWE,GD112200298,BAS011-00, SP. IV ,5.180289,97.144948,160,,,,,
11220 - LHOKSEUMAWE,GD112200268,BAS012-00, WISMA HAJI ,5.178254,97.143425,250,,,,,
11220 - LHOKSEUMAWE,GD112200364,BAS013-00, SP.KUTA BLANG ,5.182774,97.138521,200,,,,,
11220 - LHOKSEUMAWE,GD112200399,BAS014-00, JELEPE ,5.185713,97.133973,200,,,,,
11220 - LHOKSEUMAWE,GD112200365,BAS015-00, BLANG MALO ,5.191291,97.139827,160,,,,,
11220 - LHOKSEUMAWE,GD112200299,BAS016-00, PLTD HAGU ,5.196465,97.142467,200,,,,,
11220 - LHOKSEUMAWE,GD112200269,BAS017-00, DEPAN KTR BUPATI ,5.177903,97.140654,250,,,,,
11220 - LHOKSEUMAWE,GD112200366,BAS018-00, JLN INPRES (LAP.TENIS) ,5.186928,97.142695,100,,,,,
11220 - LHOKSEUMAWE,GD112200334,BAS019-00, SMKK ,5.187889,97.149467,100,,,,,
11220 - LHOKSEUMAWE,GD112200284,BAS020-00, JL.P A S E/(DEPAN DEWI PLAZA) ,5.174935,97.144796,100,,,,,
11220 - LHOKSEUMAWE,GD112200285,BAS021-00, KPG.KERAMAT ,5.177258,97.147286,250,,,,,
11220 - LHOKSEUMAWE,GD112200367,BAS022-00, KTR.DEPPEN ,5.177429,97.134914,250,,,,,
11220 - LHOKSEUMAWE,GD112200300,BAS023-00, KUTA KARANG BARU 1 ,5.176317,97.143773,200,,,,,
11220 - LHOKSEUMAWE,GD112200010,BAS024-00,MESJID UJONG BLANG,5.209341,97.12167,160,,,,,
11220 - LHOKSEUMAWE,GD112200005,BAS025-00,HAGU BARAT LAUT,5.198087,97.13927,250,,,,,
11220 - LHOKSEUMAWE,GD112200368,BAS026-00, BANK B N I ,5.183026,97.140465,250,,,,,
11220 - LHOKSEUMAWE,GD112200301,BAS027-00, KTR.PLN LAMA II ,5.183271,97.147696,160,,,,,
11220 - LHOKSEUMAWE,GD112200009,BAS028-00,DS.ULEE JALAN,5.206302,97.128673,200,,,,,
11220 - LHOKSEUMAWE,GD112200369,BAS029-00, BANK INDONESIA ,5.182741,97.140774,400,,,,,
11220 - LHOKSEUMAWE,GD112200335,BAS030-00, JL. ISKANDAR MUDA ,5.17786,97.151437,315,,,,,
11220 - LHOKSEUMAWE,GD112200370,BAS031-00, DS. MON GEUDONG ,5.178821,97.136012,200,,,,,
11220 - LHOKSEUMAWE,GD112200270,BAS032-00, BANK MANDIRI ,5.181096,97.141309,160,,,,,
11220 - LHOKSEUMAWE,GD112200400,BAS033-00, DS.UTEUN BAYI ,5.191721,97.130953,100,,,,,
11220 - LHOKSEUMAWE,GD112200336,BAS034-00, JL.SAMUDRA. S M P.I ,5.181837,97.149204,160,,,,,
11220 - LHOKSEUMAWE,GD112200337,BAS035-00, RS.KESREM ,5.18276,97.14953,250,,,,,
11220 - LHOKSEUMAWE,GD112200271,BAS036-00, MESJID.MON GEUDONG ,5.176759,97.139975,200,,,,,
11220 - LHOKSEUMAWE,GD112200272,BAS037-00, KANTOR D P R ,5.178368,97.142844,100,,,,,
11220 - LHOKSEUMAWE,GD112200371,BAS038-00, JLN. LISTRIK ,5.194076,97.142972,100,,,,,
11220 - LHOKSEUMAWE,GD112200201,BAS039-00,TERMINAL BARU,5.178761,97.133016,100,,,,,
11220 - LHOKSEUMAWE,GD112200338,BAS040-00, KANTOR B R I BARU ,5.178243,97.149338,50,,,,,
11220 - LHOKSEUMAWE,GD112200302,BAS041-00, KANTOR B C A ,5.180921,97.143341,200,,,,,
11220 - LHOKSEUMAWE,GD112200339,BAS042-00, SURYA ACEH ,5.178489,97.152563,250,,,,,
11220 - LHOKSEUMAWE,GD112200372,BAS043-00, S M E A.HAGU ,5.194363,97.140537,100,,,,,
11220 - LHOKSEUMAWE,GD112200373,BAS044-00, TEUMPOK TEUNGOH ,5.188173,97.138037,200,,,,,
11220 - LHOKSEUMAWE,GD112200401,BAS045-00, BANDA MASEN ,5.199507,97.125646,200,,,,,
11220 - LHOKSEUMAWE,GD112200202,BAS046-00,PDAM MON GEUDONG,,,100,,,,,
11220 - LHOKSEUMAWE,GD112200374,BAS047-00, JLN. MERDEKA ,5.181016,97.137821,100,,,,,
11220 - LHOKSEUMAWE,GD112200286,BAS048-00, SP. JL. PASE ,5.174576,97.14899,200,,,,,
11220 - LHOKSEUMAWE,GD112200287,BAS049-00, SIMPANG JLN.BARU ,5.17489,97.146487,100,,,,,
11220 - LHOKSEUMAWE,GD112200375,BAS050-00, KANTOR PEGADAIAN ,5.182835,97.141993,200,,,,,
11220 - LHOKSEUMAWE,GD112200376,BAS051-00, SP.BLANG MALO  ,5.191244,97.143393,200,,,,,
11220 - LHOKSEUMAWE,GD112200402,BAS052-00, GUDANG ASEAN ,5.18963,97.131271,250,,,,,
11220 - LHOKSEUMAWE,GD112200303,BAS053-00, DEPAN SMA .I. ,5.187974,97.146667,100,,,,,
11220 - LHOKSEUMAWE,GD112200403,BAS054-00, MAKAM PAHLAWAN  ,5.183756,97.136039,100,,,,,
11220 - LHOKSEUMAWE,GD112200404,BAS055-00, PRH.BANDA MASEN  ,5.196173,97.127496,160,,,,,
11220 - LHOKSEUMAWE,GD112200007,BAS056-00,MNS.HAGU BARAT LAUT,5.20276,97.135622,160,,,,,
11220 - LHOKSEUMAWE,GD112200002,BAS057-00,SP.BAMBU KUNING,5.198193,97.14,100,,,,,
11220 - LHOKSEUMAWE,GD112200273,BAS058-00, KANTOR BUPATI ,5.177721,97.141507,400,,,,,
11220 - LHOKSEUMAWE,GD112200325,BAS059-00, ADE MAJA ,5.196674,97.144402,50,,,,,
11220 - LHOKSEUMAWE,GD112200288,BAS060-00, BPD ,5.178446,97.147774,160,,,,,
11220 - LHOKSEUMAWE,GD112200340,BAS061-00, BTN ,5.177944,97.149962,250,,,,,
11220 - LHOKSEUMAWE,GD112200289,BAS062-00, MESJID PUSONG ,5.171517,97.149962,200,,,,,
11220 - LHOKSEUMAWE,GD112200405,BAS063-00, SMP 3 TP. TEUNGOH ,5.189449,97.134279,100,,,,,
11220 - LHOKSEUMAWE,GD112200341,BAS064-00, HOTEL SAMUDRA ,5.180445,97.151944,200,,,,,
11220 - LHOKSEUMAWE,GD112200377,BAS065-00, RRI JL. PETUA IBRAHIM ,5.185975,97.139918,250,,,,,
11220 - LHOKSEUMAWE,GD112200326,BAS066-00, SP.PERTAMINA II ,5.192414,97.146826,250,,,,,
11220 - LHOKSEUMAWE,GD112200012,BAS067-00,UJONG BLANG,5.211089,97.118477,50,,,,,
11220 - LHOKSEUMAWE,GD112200304,BAS068-00, KTR.DPRK KOTA ,5.179097,97.147292,200,,,,,
11220 - LHOKSEUMAWE,GD112200342,BAS069-00, KTR WALI KOTA ,5.179568,97.14886,160,,,,,
11220 - LHOKSEUMAWE,GD112200327,BAS070-00, DEPAN KISARAN ,5.194293,97.145899,100,,,,,
11220 - LHOKSEUMAWE,GD112200305,BAS071-00, SP.MALIKUSSALEH ,5.184037,97.145752,200,,,,,
11220 - LHOKSEUMAWE,GD112200306,BAS072-00, KTR KEJAKSAAN ,5.180758,97.14682,50,,,,,
11220 - LHOKSEUMAWE,GD112200274,BAS073-00, ISLAMIC CENTRE I ,5.179532,97.14104,100,,,,,
11220 - LHOKSEUMAWE,GD112200343,BAS074-00, SP.RUMAH KAPOLRES II ,5.184439,97.150053,200,,,,,
11220 - LHOKSEUMAWE,GD112200344,BAS075-00, DEPAN KODIM ,5.179147,97.149946,250,,,,,
11220 - LHOKSEUMAWE,GD112200378,BAS076-00, JL.BANGDES ,5.191551,97.136834,250,,,,,
11220 - LHOKSEUMAWE,GD112200008,BAS077-00,COTTAGE ULEE JALAN,5.203726,97.133537,50,,,,,
11220 - LHOKSEUMAWE,GD112200379,BAS078-00, KTR. PAJAK ,5.181704,97.138919,200,,,,,
11220 - LHOKSEUMAWE,GD112200363,BAS079-00, HARUN SQUARE ,5.178433,97.148723,1000,,,,,
11220 - LHOKSEUMAWE,GD112200345,BAS080-00, DEPAN BRI SAMUDRA ,5.177969,97.151056,100,,,,,
11220 - LHOKSEUMAWE,GD112200307,BAS081-00, GRAPARI TELKOMSEL ,5.180144,97.145357,100,,,,,
11220 - LHOKSEUMAWE,GD112200380,BAS082-00, DEPAN BRR REGIONAL ,5.177155,97.134671,50,,,,,
11220 - LHOKSEUMAWE,GD112200346,BAS083-00, SMKK II ,5.187893,97.149518,160,,,,,
11220 - LHOKSEUMAWE,GD112200381,BAS084-00, RESTORAN K F C ,5.181426,97.142286,100,,,,,
11220 - LHOKSEUMAWE,GD112200406,BAS085-00, JL.KENARI KT BLANG ,5.185408,97.134521,160,,,,,
11220 - LHOKSEUMAWE,GD112200407,BAS086-00, JL.KENARI LR.PANDAN ,5.187118,97.132827,100,,,,,
11220 - LHOKSEUMAWE,GD112200382,BAS087-00, JL.MERDEKA DEPAN BI ,5.1819,97.141336,100,,,,,
11220 - LHOKSEUMAWE,GD112200383,BAS088-00, PASAR INPRES ,5.184067,97.142235,50,,,,,
11220 - LHOKSEUMAWE,GD112200384,BAS089-00, JL LISTRIK SP.LR TGK GADENG ,5.189413,97.143392,100,,,,,
11220 - LHOKSEUMAWE,GD112200001,BAS090-00,JL.LISTRIK SP.BESI TUA,5.197911,97.141025,50,,,,,
11220 - LHOKSEUMAWE,GD112200290,BAS091-00, JL SAMUDERA BARU FIF ,5.176026,97.146846,100,,,,,
11220 - LHOKSEUMAWE,GD112200308,BAS092-00, DEPAN PRM.BI DARUSSALAM ,5.190019,97.146806,100,,,,,
11220 - LHOKSEUMAWE,GD112200347,BAS093-00, JL.PARDEDE BEL.KTR IMIGRASI ,5.177926,97.152254,100,,,,,
11220 - LHOKSEUMAWE,GD112200348,BAS094-00, ARIZKI KP.3 ,5.177345,97.151969,100,,,,,
11220 - LHOKSEUMAWE,GD112200275,BAS095-00, STADION MON GEUDONG ,5.173573,97.13743,100,,,,,
11220 - LHOKSEUMAWE,GD112200349,BAS096-00, PANIN BANK ,5.1797,97.148429,100,,,,,
11220 - LHOKSEUMAWE,GD112200309,BAS097-00, BANK MUAMALAT ,5.179702,97.146465,50,,,,,
11220 - LHOKSEUMAWE,GD112200310,BAS098-00, KEJAKSAAN NEGERI LHOKSEUMAWE ,5.180569,97.146759,100,,,,,
11220 - LHOKSEUMAWE,GD112200291,BAS099-00, PASAR BUAH ,5.174847,97.147736,100,,,,,
11220 - LHOKSEUMAWE,GD112200350,BAS100-00, DINAS KESEHATAN KESREM ,5.183572,97.149837,50,,,,,
11220 - LHOKSEUMAWE,GD112200385,BAS101-00, DINAS PKAD JL. AIR BERSIH ,5.182756,97.139006,100,,,,,
11220 - LHOKSEUMAWE,GD112200311,BAS102-00, SPBU AGUS SEJAHTERA KOTA ,5.179529,97.146893,50,,,,,
11220 - LHOKSEUMAWE,GD112200312,BAS103-00, DPN GG. SETIA DARUSSALAM ,5.185383,97.14614,250,,,,,
11220 - LHOKSEUMAWE,GD112200386,BAS104-00, SMEA HG TEUNGOH ,5.194361,97.140514,100,,,,,
11220 - LHOKSEUMAWE,GD112200313,BAS105-00, TELKOM 2 ,5.179796,97.146206,250,,,,,
11220 - LHOKSEUMAWE,GD112200276,BAS106-00, RESERVOIR MON GEUDONG ,5.17656,97.139582,100,,,,,
11220 - LHOKSEUMAWE,GD112200351,BAS108-00, GUDANG BARU KOTA ,5.177499,97.151475,50,,,,,
11220 - LHOKSEUMAWE,GD112200408,BAS109-00, KENARI KUTA BLANG ,5.184276,97.135558,100,,,,,
11220 - LHOKSEUMAWE,GD112200409,BAS110-00, AFFAN YAHYA U.BAYI ,5.188365,97.132055,100,,,,,
11220 - LHOKSEUMAWE,GD112200410,BAS111-00, KENARI U. BAYI ,5.192382,97.129668,100,,,,,
11220 - LHOKSEUMAWE,GD112200314,BAS112-00, DARUSSALAM SMA-1 ,5.187042,97.146517,100,,,,,
11220 - LHOKSEUMAWE,GD112200352,BAS113-00, KANTOR PERBENDAHARAAN  ,5.179342,97.149435,100,,,,,
11220 - LHOKSEUMAWE,GD112200315,BAS114-00, BANK MUAMALAT 2 ,5.180162,97.145306,100,,,,,
11220 - LHOKSEUMAWE,GD112200328,BAS115-00, SAMUDERA SMKK-2 ,5.188759,97.149252,100,,,,,
11220 - LHOKSEUMAWE,GD112200353,BAS116-00, SD-6 SAMUDERA ,5.180764,97.148814,50,,,,,
11220 - LHOKSEUMAWE,GD112200292,BAS117-00, JL.PASE DS. KD ACEH ,5.175377,97.142787,160,,,,,
11220 - LHOKSEUMAWE,GD112200013,BAS118-00,TPI UJONG BLANG,5.211145,97.114396,50,,,,,
11220 - LHOKSEUMAWE,GD112200354,BAS119-00, KANTOR ASKES ,5.180414,97.151938,100,,,,,
11220 - LHOKSEUMAWE,GD112200316,BAS120-00, JL. PEMUDA ,5.177622,97.144905,100,,,,,
11220 - LHOKSEUMAWE,GD112200387,BAS121-00, TELKOMSEL / JL. LISTRIK ,5.192545,97.143233,25,,,,,
11220 - LHOKSEUMAWE,GD112200293,BAS122-00, JL CUT MUTHIA PUSONG LAMA ,5.170137,97.147339,100,,,,,
11220 - LHOKSEUMAWE,GD112200294,BAS123-00, PASAR IKAN PUSONG ,5.174165,97.152481,100,,,,,
11220 - LHOKSEUMAWE,GD112200216,BAS124-00, RS BUNGA MELATI ,5.175314,97.146636,200,,,,,
11220 - LHOKSEUMAWE,GD112200411,BAS125-00, SP. BANDA MASEN ,5.201911,97.12455,50,,,,,
11220 - LHOKSEUMAWE,GD112200277,BAS126-00, KANTOR PU MON GEUDONG ,5.172991,97.138018,160,,,,,
11220 - LHOKSEUMAWE,GD112200317,BAS127-00, JL. PEMUDA 2 ,5.177814,97.144276,50,,,,,
11220 - LHOKSEUMAWE,GD112200412,BAS128-00, JL. KENARI 3 KT BLANG ,5.185642,97.134302,50,,,,,
11220 - LHOKSEUMAWE,GD112200388,BAS129-00, TAMAN KOTA SP. KUTA BLANG ,5.182615,97.138813,100,,,,,
11220 - LHOKSEUMAWE,GD112200355,BAS130-00, DEPAN PENDOPO ,5.17822,97.150295,100,,,,,
11220 - LHOKSEUMAWE,GD112200011,BAS131-00,JL. ELPIJI UJONG BLANG,5.210449,97.119784,200,,,,,
11220 - LHOKSEUMAWE,GD112200318,BAS132-00, SIMP. PULO BAROH LCG GARAM ,5.181498,97.147089,160,,,,,
11220 - LHOKSEUMAWE,GD112200217,BAS133-00, SP. LOTUS SUKARAMAI ,5.175146,97.149172,100,,,,,
11220 - LHOKSEUMAWE,GD112200389,BAS134-00, JL BLANG MALO 2 ,5.191243,97.140957,100,,,,,
11220 - LHOKSEUMAWE,GD112200329,BAS135-00, SP. PERTAMINA 3 ,5.19249,97.147103,100,,,,,
11220 - LHOKSEUMAWE,GD112200006,BAS136-00,JL.CEMPAKA PUTIH HG B. LAUT,5.2011,97.135464,100,,,,,
11220 - LHOKSEUMAWE,GD112200278,BAS137-00, JL. MALAHAYATI DS. KD ACEH ,5.178566,97.141694,100,,,,,
11220 - LHOKSEUMAWE,GD112200356,BAS138-00, JL. SAMUDERA SMKK.III ,5.186888,97.149724,50,,,,,
11220 - LHOKSEUMAWE,GD112200390,BAS139-00, JL. LISTRIK KP JAWA BARU ,5.187293,97.143045,100,,,,,
11220 - LHOKSEUMAWE,GD112200391,BAS140-00, GG. RAHMAT KP JAWA BARU ,5.184959,97.14238,100,,,,,
11220 - LHOKSEUMAWE,GD112200218,BAS141-00, JL. TPI PUSONG LAMA ,5.170711,97.149658,100,,,,,
11220 - LHOKSEUMAWE,GD112200413,BAS142-00, SP. TU AGAM KT BLANG ,5.18282,97.137549,100,,,,,
11220 - LHOKSEUMAWE,GD112200392,BAS143-00, SP. KENANGA MON GEUDONG ,5.178485,97.13573,100,,,,,
11220 - LHOKSEUMAWE,GD112200357,BAS144-00, SP. RMH KAPOLRES ,5.183894,97.14997,100,,,,,
11220 - LHOKSEUMAWE,GD112200319,BAS145-00, DEPAN SMA - 1 ( 3 ) ,5.187556,97.146607,50,,,,,
11220 - LHOKSEUMAWE,GD112200320,BAS146-00, RS. BUNDA (DARUSSALAM ) ,5.183131,97.145326,160,,,,,
11220 - LHOKSEUMAWE,GD112200321,BAS147-00, BAKSO PAKDE ,5.190951,97.14678,50,,,,,
11220 - LHOKSEUMAWE,GD112200358,BAS148-00, BPD SYARIAH ( SAMUDERA ) ,5.181182,97.148968,100,,,,,
11220 - LHOKSEUMAWE,GD112200393,BAS149-00, RS. SAKINAH ( ANTARA ) ,5.18811,97.14414,100,,,,,
11220 - LHOKSEUMAWE,GD112200219,BAS150-00, KTR DKPP PUSONG ,5.16689,97.147715,50,,,,,
11220 - LHOKSEUMAWE,GD112200359,BAS151-00, PELABUHAN KP.3 LSM ,5.17664,97.153056,100,,,,,
11220 - LHOKSEUMAWE,GD112200394,BAS152-00, PR. ACEH KONGSI KUTA BLANG ,5.183768,97.139617,50,,,,,
11220 - LHOKSEUMAWE,GD112200395,BAS153-00, JL. P RUMOH RAYEUK ,5.187443,97.142079,50,,,,,
11220 - LHOKSEUMAWE,GD112200322,BAS154-00, SP. TP TEURENDAM ,5.181719,97.144862,100,,,,,
11220 - LHOKSEUMAWE,GD112200396,BAS155-00, JL. ANGSANA TP TGH ,5.193333,97.138948,100,,,,,
11220 - LHOKSEUMAWE,GD112200414,BAS156-00, RAHMAWATI KT BLANG ,5.185394,97.13546,50,,,,,
11220 - LHOKSEUMAWE,GD112200203,BAS157-00,JL. MERDEKA BARAT,5.179574,97.132965,100,,,,,
11220 - LHOKSEUMAWE,GD112200360,BAS158-00, BEA CUKAI I ,5.18274,97.151589,100,,,,,
11220 - LHOKSEUMAWE,GD112200415,BAS159-00, JL. TGK MUDA LAMKUTA ,5.19687,97.130666,200,,,,,
11220 - LHOKSEUMAWE,GD112200220,BAS160-00, JLN. PASE ,5.174939,97.144295,160,,,,,
11220 - LHOKSEUMAWE,GD112200221,BAS161-00, DS. PUSONG I ,5.173008,97.14854,100,,,,,
11220 - LHOKSEUMAWE,GD112200222,BAS162-00, DS. PUSONG II ,5.172547,97.148405,100,,,,,
11220 - LHOKSEUMAWE,GD112200279,BAS163-00, ISLAMIC CENTRE II ,5.179751,97.141396,250,,,,,
11220 - LHOKSEUMAWE,GD112200398,BAS165-00, PUSKESMAS TP. TEUNGOH ,5.188156,97.138036,100,,,,,
11220 - LHOKSEUMAWE,GD112200204,BAS166-00,CITY CAFE,5.180327,97.133933,100,,,,,
11220 - LHOKSEUMAWE,GD112200004,BAS167-00,LR MANGGA,5.196942,97.136042,100,,,,,
11220 - LHOKSEUMAWE,GD112200323,BAS168-00, PLTD HAGU 2 ,5.196473,97.142464,200,,,,,
11220 - LHOKSEUMAWE,GD112200280,BAS169-00, JL. T.BENDAHARA II ,5.177075,97.140456,100,,,,,
11220 - LHOKSEUMAWE,GD112200003,BAS170-00,BLANG RAYEK,5.192922,97.133603,100,,,,,
11220 - LHOKSEUMAWE,GD112200361,BAS171-00, BEA CUKAI ,5.182711,97.151599,100,,,,,
11220 - LHOKSEUMAWE,GD112200362,BAS172-00, MEUNASAH KP 3 ,5.1772,97.152343,160,,,,,
11220 - LHOKSEUMAWE,GD112200281,BAS173-00, PUSKESMAS MON GEUDONG ,5.174106,97.138876,100,,,,,
11220 - LHOKSEUMAWE,GD112200416,BAS174-00, JL. LISTRIK GG. PRINTIS ,5.193223,97.143123,50,,,,,
11220 - LHOKSEUMAWE,GD112200205,BAS175-00,RS. KASIH IBU,5.182288,97.138071,250,,,,,
11220 - LHOKSEUMAWE,GD112200428,BAS176-00,ULE JALAN 2,5.204916,97.130905,100,,,,,
11220 - LHOKSEUMAWE,GD112200429,BAS177-00,RANGKANG SEMPURNA,5.208355,97.125157,100,,,,,
11220 - LHOKSEUMAWE,GD112200419,BAS178-00,MESJID UTEUN BAYI,5.194785,97.128311,100,,,,,
11220 - LHOKSEUMAWE,GD112200420,BAS179-00,MNS BANDA MASEN,5.199226,97.125869,50,,,,,
11220 - LHOKSEUMAWE,GD112200435,BAS180-00,DEPAN POLSEK BANDA SAKTI,5.176113,97.141279,100,,,,,
11220 - LHOKSEUMAWE,GD112200600,BAS182-00,GH LANCANG GARAM,5.183982,97.14824,50,,,,,
11220 - LHOKSEUMAWE,GD112200436,BAS183-00,JLN SUKA RAMAI,5.176574,97.149589,100,,,,,
11220 - LHOKSEUMAWE,GD112200601,BAS184-00,JLN BLANG RAYEH HAGU BARAT LAOT,5.19663,97.13584,50,,,,,
11220 - LHOKSEUMAWE,GD112200602,BAS185-00,TPI UJONG BLANG,5.211312,97.113713,100,,,,,
11220 - LHOKSEUMAWE,GD112200417,BAS186-00,DEPAN KANTOR RAYON LHOKSEUMAWE KOTA,5.184078,97.148669,100,,,,,
11220 - LHOKSEUMAWE,GD112200603,BAS187-00,PABRIK ES BLANG RAYEUK,,,,,,,,
11220 - LHOKSEUMAWE,GD112200423,BAS188-00,JLN RRI TEMPOK TENGOH,5.18625,97.13819,100,,,,,
11220 - LHOKSEUMAWE,GD112200424,BAS189-00,DEPAN MESJID BAITURAHMAN,5.180708,97.144514,100,,,,,
11220 - LHOKSEUMAWE,GD112200418,BAS190-00,JALAN SUKA RAMAI,5.177514,97.149857,100,,,,,
11220 - LHOKSEUMAWE,GD112200422,BAS191-00,JALAN MUDA LAMKUTA,5.197327,97.130595,100,,,,,
11220 - LHOKSEUMAWE,GD112200487,BAS192-00,SISIP KP. 3,5.177715,97.151902,100,,,,,
11220 - LHOKSEUMAWE,GD112200486,BAS193-00,PMI,5.183139,97.149673,100,,,,,
11220 - LHOKSEUMAWE,GD112200480,BAS194-00,SISIPAN UTEUN BAYI,5.189606,97.131285,100,,,,,
11220 - LHOKSEUMAWE,GD112200479,BAS195-00,RUMAH PAK ADNAN GANTO,5.186171,97.133437,100,,,,,
11220 - LHOKSEUMAWE,GD112200498,BAS196-00,PASAR KOTA PUSONG,5.17442,97.151625,100,,,,,
11220 - LHOKSEUMAWE,GD112200485,BAS197-00,GANG SETIA JL. SAMUDRA,5.185609,97.149917,100,,,,,
11220 - LHOKSEUMAWE,GD112200461,BAS198-00,GANG AMAL DARUSSALAM,5.189232,97.146805,100,,,,,
11220 - LHOKSEUMAWE,GD112200469,BAS199-00,GANG IMAM TEUMPOK TENGEH,5.189023,97.138507,100,,,,,
11220 - LHOKSEUMAWE,GD112200604,BAS200-00,UJONG BLANG DEPAN SMP 12,5.20602,97.122618,100,,,,,
11220 - LHOKSEUMAWE,GD112200605,BAS201-00,UJONG BLANG JLN LPG,5.210773,97.1191,50,,,,,
11220 - LHOKSEUMAWE,GD112200456,BAS202-00,GANG MATERNA LANCANG GARAM ,5.18415,97.14757,100,,,,,
11220 - LHOKSEUMAWE,GD112200478,BAS204-00,BANK BI ( WIKA ),5.18233,97.140452,50,,,,,
11220 - LHOKSEUMAWE,GD112200484,BAS205-00,SISIP PERTAMINA,5.19269,97.1465,100,,,,,
11220 - LHOKSEUMAWE,GD112200468,BAS206-00,SIMPANG BLANG MALO BI II,5.191599,97.143378,100,,,,,
11220 - LHOKSEUMAWE,GD112200467,BAS207-00,PERUM KANTOR PAJAK/JLN. NEK KORA,5.191856,97.139093,160,,,,,
11220 - LHOKSEUMAWE,GD112200483,BAS209-00,KANTOR MPD,5.182188,97.149353,100,,,,,
11220 - LHOKSEUMAWE,GD112200497,BAS210-00,ALFA MART JLN. BARU,5.177645,97.147452,100,,,,,
11220 - LHOKSEUMAWE,GD112200496,BAS211-00,MUTIARA PANGKAS JLN. PASE,5.174847,97.148067,100,,,,,
11220 - LHOKSEUMAWE,GD112200477,BAS212-00,SEJAHTRA SWALAYAN DEKAT KFC,5.181565,97.141986,100,,,,,
11220 - LHOKSEUMAWE,GD112200507,BAS215-00,SISIP HOTEL DIANA,5.177417,97.134903,250,,,,,
11220 - LHOKSEUMAWE,GD112200476,BAS216-00,LR. H FATIMAH BUNAYYA,5.190669,97.128936,100,,,,,
11220 - LHOKSEUMAWE,GD112200607,BAS217-00,BLANG RAYEK,5.195086,97.133763,50,,,,,
11220 - LHOKSEUMAWE,GD112200475,BAS218-00,ACEH KONGSI,5.183786,97.139623,100,,,,,
11220 - LHOKSEUMAWE,GD112200608,BAS219-00,MESJID DARUL BAHAR HBL,5.2016,97.138512,100,,,,,
11220 - LHOKSEUMAWE,GD112200609,BAS220-00,UJONG BLANG LR. MOLI,5.207127,97.119718,100,,,,,
11220 - LHOKSEUMAWE,GD112200458,BAS221-00,BAITURRAHMAN II,5.180725,97.144521,50,,,,,
11220 - LHOKSEUMAWE,GD112200610,BAS222-00,PR. PLN DS. HAGU,5.197515,97.141751,100,,,,,
11220 - LHOKSEUMAWE,GD112200482,BAS223-00,SP. PMI/R. KAPOLRES,5.184045,97.150019,100,,,,,
11220 - LHOKSEUMAWE,GD112200466,BAS224-00,TEUMPOK TEUNGEH,5.187496,97.142347,100,,,,,
11220 - LHOKSEUMAWE,GD112200474,BAS226-00,KD. BANDA MASEN,5.202566,97.124364,100,,,,,
11220 - LHOKSEUMAWE,GD112200473,BAS227-00,UTEN BAYI,5.192098,97.129845,100,,,,,
11220 - LHOKSEUMAWE,GD112200465,BAS228-00,DPN KOMPLEK BI JL. LISTRIK,5.1921,97.1433,100,,,,,
11220 - LHOKSEUMAWE,GD112200464,BAS229-00,SP. BARONA HG TEUNGOH,5.195926,97.142619,100,,,,,
11220 - LHOKSEUMAWE,GD112200481,BAS230-00,AKPER KESREM,5.181708,97.151878,100,,,,,
11220 - LHOKSEUMAWE,GD112200495,BAS231-00,DEPAN ASPOL LC GARAM,5.182882,97.147584,100,,,,,
11220 - LHOKSEUMAWE,GD112200494,BAS232-00,SP PAYA BAKONG LC GARAM,5.181892,97.147219,100,,,,,
11220 - LHOKSEUMAWE,GD112200493,BAS233-00,SP. PASE 2 KOTA,5.174802,97.149064,100,,,,,
11220 - LHOKSEUMAWE,GD112200492,BAS234-00,OPTIK INTERNATIONAL SUKARAMAI,,,100,,,,,
11220 - LHOKSEUMAWE,GD112200459,BAS235-00,DEPAN ASIA MART,5.182745,97.145206,100,,,,,
11220 - LHOKSEUMAWE,GD112200460,BAS236-00,MAN LHOKSEUMAWE,5.188186,97.148062,50,,,,,
11220 - LHOKSEUMAWE,GD112200472,BAS237-00,LR. PLN BD MASEN,5.202038,97.123211,100,,,,,
